image_name,fold-1,fold-2,fold-3,fold-4,fold-5
22q11DSSlide332.png,train,train,train,train,val
22q11DSSlide333.png,train,train,val,train,train
22q11DSSlide334.png,val,train,train,train,train
22q11DSSlide335.png,train,train,val,train,train
22q11DSSlide337.png,train,train,train,val,train
22q11DSSlide338.png,val,train,train,train,train
22q11DSSlide339.png,train,val,train,train,train
22q11DSSlide340.png,train,train,train,train,val
22q11DSSlide341.png,train,train,val,train,train
22q11DSSlide342.png,train,train,train,val,train
22q11DSSlide343.png,train,train,train,train,val
22q11DSSlide344.png,val,train,train,train,train
22q11DSSlide345.png,train,train,train,train,val
22q11DSSlide346.png,train,val,train,train,train
22q11DSSlide347.png,train,train,train,val,train
22q11DSSlide348.png,train,train,val,train,train
22q11DSSlide349.png,val,train,train,train,train
22q11DSSlide350.png,train,val,train,train,train
22q11DSSlide351.png,train,train,val,train,train
22q11DSSlide352.png,train,train,train,train,val
22q11DSSlide353.png,val,train,train,train,train
22q11DSSlide354.png,train,train,train,val,train
22q11DSSlide355.png,train,val,train,train,train
22q11DSSlide356.png,train,train,val,train,train
22q11DSSlide357.png,train,train,train,val,train
22q11DSSlide358.png,train,train,train,train,val
22q11DSSlide359.png,train,train,train,train,val
22q11DSSlide360.png,train,train,val,train,train
22q11DSSlide361.png,val,train,train,train,train
22q11DSSlide362.png,train,train,train,val,train
22q11DSSlide363.png,train,val,train,train,train
22q11DSSlide364.png,train,train,train,val,train
22q11DSSlide365.png,val,train,train,train,train
22q11DSSlide366.png,train,val,train,train,train
22q11DSSlide367.png,train,val,train,train,train
22q11DSSlide368.png,train,train,val,train,train
22q11DSSlide369.png,train,train,train,train,val
22q11DSSlide370.png,val,train,train,train,train
22q11DSSlide371.png,train,val,train,train,train
22q11DSSlide372.png,train,train,val,train,train
22q11DSSlide373.png,train,train,train,val,train
22q11DSSlide374.png,train,train,train,train,val
22q11DSSlide375.png,train,train,train,train,val
22q11DSSlide376.png,val,train,train,train,train
22q11DSSlide377.png,train,val,train,train,train
22q11DSSlide378.png,train,train,train,train,val
22q11DSSlide379.png,train,train,train,val,train
22q11DSSlide380.png,train,val,train,train,train
22q11DSSlide381.png,train,train,val,train,train
22q11DSSlide382.png,train,train,val,train,train
22q11DSSlide384.png,val,train,train,train,train
22q11DSSlide385.png,train,train,train,train,val
22q11DSSlide386.png,val,train,train,train,train
22q11DSSlide388.png,train,train,train,val,train
22q11DSSlide389.png,train,train,val,train,train
22q11DSSlide390.png,train,val,train,train,train
22q11DSSlide391.png,train,train,train,train,val
22q11DSSlide392.png,train,train,train,train,val
22q11DSSlide393.png,train,train,train,val,train
22q11DSSlide394.png,val,train,train,train,train
22q11DSSlide395.png,train,val,train,train,train
22q11DSSlide396.png,train,train,val,train,train
22q11DSSlide397.png,train,val,train,train,train
22q11DSSlide398.png,train,train,train,val,train
22q11DSSlide399.png,val,train,train,train,train
22q11DSSlide400.png,train,train,val,train,train
22q11DSSlide401.png,train,train,train,train,val
22q11DSSlide402.png,train,train,train,val,train
22q11DSSlide403.png,train,val,train,train,train
22q11DSSlide404.png,val,train,train,train,train
22q11DSSlide405.png,train,train,val,train,train
22q11DSSlide406.png,train,train,train,val,train
22q11DSSlide407.png,train,train,train,train,val
22q11DSSlide408.png,train,train,val,train,train
22q11DSSlide409.png,train,val,train,train,train
22q11DSSlide410.png,train,val,train,train,train
22q11DSSlide411.png,val,train,train,train,train
22q11DSSlide412.png,val,train,train,train,train
22q11DSSlide413.png,train,train,train,train,val
22q11DSSlide414.png,train,train,train,val,train
22q11DSSlide415.png,train,train,val,train,train
22q11DSSlide417.png,train,train,train,val,train
22q11DSSlide418.png,train,train,train,train,val
22q11DSSlide419.png,val,train,train,train,train
22q11DSSlide420.png,train,val,train,train,train
22q11DSSlide421.png,train,train,val,train,train
22q11DSSlide422.png,train,train,train,val,train
22q11DSSlide423.png,train,train,train,train,val
22q11DSSlide424.png,val,train,train,train,train
22q11DSSlide425.png,train,train,train,val,train
22q11DSSlide426.png,train,val,train,train,train
22q11DSSlide427.png,train,train,val,train,train
22q11DSSlide428.png,train,train,train,train,val
22q11DSSlide429.png,val,train,train,train,train
22q11DSSlide430.png,train,val,train,train,train
22q11DSSlide431.png,train,train,val,train,train
22q11DSSlide432.png,train,train,train,val,train
22q11DSSlide433.png,val,train,train,train,train
22q11DSSlide434.png,train,train,train,train,val
22q11DSSlide435.png,train,val,train,train,train
22q11DSSlide436.png,train,train,val,train,train
22q11DSSlide437.png,train,train,train,val,train
22q11DSSlide438.png,train,val,train,train,train
22q11DSSlide439.png,train,val,train,train,train
22q11DSSlide440.png,train,train,train,train,val
22q11DSSlide441.png,train,train,train,train,val
22q11DSSlide442.png,train,train,val,train,train
22q11DSSlide443.png,val,train,train,train,train
22q11DSSlide444.png,val,train,train,train,train
22q11DSSlide445.png,train,train,train,train,val
22q11DSSlide446.png,train,train,train,val,train
22q11DSSlide447.png,train,train,val,train,train
22q11DSSlide448.png,val,train,train,train,train
22q11DSSlide449.png,train,train,train,val,train
22q11DSSlide450.png,train,train,train,val,train
22q11DSSlide451.png,train,train,train,val,train
22q11DSSlide452.png,train,val,train,train,train
22q11DSSlide453.png,train,train,val,train,train
22q11DSSlide455.png,train,train,train,val,train
22q11DSSlide456.png,train,train,train,train,val
22q11DSSlide457.png,train,val,train,train,train
22q11DSSlide458.png,val,train,train,train,train
22q11DSSlide459.png,train,val,train,train,train
22q11DSSlide460.png,train,train,val,train,train
22q11DSSlide461.png,val,train,train,train,train
22q11DSSlide462.png,train,train,train,train,val
22q11DSSlide463.png,train,train,train,train,val
22q11DSSlide464.png,train,train,val,train,train
22q11DSSlide465.png,train,val,train,train,train
22q11DSSlide466.png,train,train,train,val,train
22q11DSSlide467.png,train,train,train,train,val
22q11DSSlide468.png,train,val,train,train,train
22q11DSSlide469.png,train,train,train,val,train
22q11DSSlide470.png,train,train,train,train,val
22q11DSSlide471.png,val,train,train,train,train
22q11DSSlide472.png,train,train,val,train,train
22q11DSSlide473.png,train,val,train,train,train
22q11DSSlide474.png,val,train,train,train,train
22q11DSSlide475.png,train,train,val,train,train
22q11DSSlide476.png,train,train,train,train,val
22q11DSSlide477.png,train,train,train,val,train
22q11DSSlide478.png,train,val,train,train,train
22q11DSSlide479.png,val,train,train,train,train
22q11DSSlide480.png,train,train,val,train,train
22q11DSSlide481.png,train,train,train,val,train
22q11DSSlide482.png,train,train,train,train,val
22q11DSSlide483.png,train,train,val,train,train
22q11DSSlide484.png,val,train,train,train,train
22q11DSSlide485.png,train,val,train,train,train
22q11DSSlide486.png,train,train,train,val,train
22q11DSSlide487.png,val,train,train,train,train
22q11DSSlide488.png,train,train,train,train,val
22q11DSSlide489.png,train,train,train,val,train
22q11DSSlide490.png,train,val,train,train,train
22q11DSSlide491.png,val,train,train,train,train
22q11DSSlide492.png,train,train,val,train,train
22q11DSSlide493.png,train,val,train,train,train
22q11DSSlide494.png,train,train,train,train,val
22q11DSSlide495.png,train,train,val,train,train
22q11DSSlide496.png,train,train,train,val,train
22q11DSSlide497.png,val,train,train,train,train
22q11DSSlide498.png,train,train,val,train,train
22q11DSSlide499.png,train,train,train,train,val
22q11DSSlide500.png,train,train,train,val,train
22q11DSSlide501.png,val,train,train,train,train
22q11DSSlide502.png,train,val,train,train,train
22q11DSSlide503.png,train,train,train,train,val
22q11DSSlide504.png,train,train,val,train,train
22q11DSSlide505.png,train,train,train,val,train
22q11DSSlide506.png,train,val,train,train,train
22q11DSSlide507.png,val,train,train,train,train
22q11DSSlide508.png,train,val,train,train,train
22q11DSSlide509.png,train,train,train,train,val
22q11DSSlide510.png,train,train,val,train,train
22q11DSSlide511.png,train,train,train,val,train
22q11DSSlide512.png,train,train,train,train,val
22q11DSSlide513.png,train,val,train,train,train
22q11DSSlide514.png,val,train,train,train,train
22q11DSSlide515.png,train,train,val,train,train
22q11DSSlide516.png,val,train,train,train,train
22q11DSSlide517.png,train,train,train,val,train
22q11DSSlide518.png,train,train,train,train,val
22q11DSSlide519.png,train,val,train,train,train
22q11DSSlide520.png,train,train,train,val,train
22q11DSSlide521.png,train,train,train,train,val
22q11DSSlide522.png,train,train,val,train,train
22q11DSSlide523.png,val,train,train,train,train
22q11DSSlide524.png,train,val,train,train,train
22q11DSSlide525.png,train,train,val,train,train
22q11DSSlide526.png,train,train,train,val,train
22q11DSSlide527.png,train,train,train,train,val
22q11DSSlide528.png,train,val,train,train,train
22q11DSSlide529.png,val,train,train,train,train
22q11DSSlide530.png,train,train,val,train,train
22q11DSSlide531.png,train,train,train,val,train
22q11DSSlide532.png,train,train,train,train,val
22q11DSSlide533.png,train,train,val,train,train
22q11DSSlide534.png,val,train,train,train,train
22q11DSSlide535.png,train,train,train,train,val
22q11DSSlide536.png,train,train,train,val,train
22q11DSSlide537.png,val,train,train,train,train
22q11DSSlide538.png,train,train,train,train,val
22q11DSSlide539.png,train,train,train,train,val
22q11DSSlide540.png,train,val,train,train,train
22q11DSSlide541.png,train,train,val,train,train
22q11DSSlide542.png,train,train,val,train,train
22q11DSSlide543.png,train,train,train,train,val
22q11DSSlide544.png,train,val,train,train,train
22q11DSSlide545.png,train,train,train,val,train
22q11DSSlide546.png,val,train,train,train,train
22q11DSSlide547.png,val,train,train,train,train
22q11DSSlide548.png,train,train,train,val,train
22q11DSSlide549.png,train,val,train,train,train
22q11DSSlide550.png,train,train,train,val,train
22q11DSSlide551.png,train,val,train,train,train
22q11DSSlide552.png,val,train,train,train,train
22q11DSSlide553.png,train,train,train,train,val
22q11DSSlide554.png,train,train,val,train,train
22q11DSSlide555.png,train,train,train,val,train
22q11DSSlide556.png,train,train,val,train,train
22q11DSSlide557.png,train,train,train,train,val
22q11DSSlide558.png,val,train,train,train,train
22q11DSSlide559.png,train,val,train,train,train
22q11DSSlide560.png,train,train,train,val,train
22q11DSSlide561.png,train,train,train,train,val
22q11DSSlide562.png,val,train,train,train,train
22q11DSSlide563.png,train,train,val,train,train
22q11DSSlide564.png,train,val,train,train,train
22q11DSSlide565.png,train,train,train,train,val
22q11DSSlide567.png,train,train,train,train,val
22q11DSSlide568.png,train,train,train,val,train
22q11DSSlide569.png,val,train,train,train,train
22q11DSSlide570.png,train,val,train,train,train
22q11DSSlide571.png,val,train,train,train,train
22q11DSSlide572.png,train,train,val,train,train
22q11DSSlide573.png,train,train,train,val,train
22q11DSSlide574.png,train,train,train,val,train
22q11DSSlide575.png,train,val,train,train,train
22q11DSSlide576.png,train,train,val,train,train
22q11DSSlide577.png,train,train,train,train,val
22q11DSSlide578.png,val,train,train,train,train
22q11DSSlide579.png,train,train,train,train,val
22q11DSSlide580.png,train,val,train,train,train
22q11DSSlide581.png,train,train,val,train,train
22q11DSSlide582.png,train,train,train,val,train
22q11DSSlide583.png,train,train,train,val,train
22q11DSSlide584.png,val,train,train,train,train
22q11DSSlide585.png,train,val,train,train,train
22q11DSSlide586.png,train,train,val,train,train
22q11DSSlide587.png,train,train,train,train,val
22q11DSSlide588.png,val,train,train,train,train
22q11DSSlide589.png,train,train,train,val,train
22q11DSSlide590.png,train,val,train,train,train
22q11DSSlide591.png,train,train,val,train,train
22q11DSSlide592.png,train,val,train,train,train
22q11DSSlide593.png,train,train,val,train,train
22q11DSSlide594.png,train,train,train,train,val
22q11DSSlide595.png,train,train,train,train,val
22q11DSSlide596.png,val,train,train,train,train
22q11DSSlide597.png,train,train,val,train,train
22q11DSSlide598.png,train,train,val,train,train
22q11DSSlide599.png,train,train,train,val,train
22q11DSSlide600.png,val,train,train,train,train
22q11DSSlide601.png,train,train,val,train,train
22q11DSSlide602.png,train,val,train,train,train
22q11DSSlide603.png,val,train,train,train,train
22q11DSSlide604.png,train,train,train,val,train
22q11DSSlide605.png,train,train,train,train,val
22q11DSSlide606.png,train,val,train,train,train
AngelmanSlide2.png,train,train,val,train,train
AngelmanSlide3.png,train,train,train,val,train
AngelmanSlide4.png,val,train,train,train,train
AngelmanSlide5.png,train,train,train,train,val
AngelmanSlide6.png,train,train,train,val,train
AngelmanSlide7.png,train,train,train,train,val
AngelmanSlide8.png,train,val,train,train,train
AngelmanSlide10.png,train,train,val,train,train
AngelmanSlide11.png,val,train,train,train,train
AngelmanSlide12.png,train,train,train,val,train
AngelmanSlide13.png,train,train,val,train,train
AngelmanSlide14.png,train,val,train,train,train
AngelmanSlide15.png,train,train,train,train,val
AngelmanSlide16.png,train,train,train,val,train
AngelmanSlide17.png,val,train,train,train,train
AngelmanSlide18.png,train,val,train,train,train
AngelmanSlide19.png,train,train,val,train,train
AngelmanSlide20.png,train,train,train,val,train
AngelmanSlide21.png,train,val,train,train,train
AngelmanSlide22.png,train,train,train,train,val
AngelmanSlide23.png,train,train,train,val,train
AngelmanSlide24.png,val,train,train,train,train
AngelmanSlide25.png,train,val,train,train,train
AngelmanSlide26.png,train,train,val,train,train
AngelmanSlide27.png,train,train,train,train,val
AngelmanSlide28.png,val,train,train,train,train
AngelmanSlide29.png,val,train,train,train,train
AngelmanSlide30.png,train,train,val,train,train
AngelmanSlide31.png,train,train,train,train,val
AngelmanSlide32.png,train,train,train,val,train
AngelmanSlide33.png,val,train,train,train,train
AngelmanSlide34.png,train,train,val,train,train
AngelmanSlide35.png,train,train,train,val,train
AngelmanSlide36.png,train,val,train,train,train
AngelmanSlide37.png,train,train,train,train,val
AngelmanSlide38.png,val,train,train,train,train
AngelmanSlide39.png,train,val,train,train,train
AngelmanSlide41.png,train,train,val,train,train
AngelmanSlide42.png,train,train,train,val,train
AngelmanSlide43.png,train,train,train,train,val
AngelmanSlide44.png,val,train,train,train,train
AngelmanSlide45.png,train,val,train,train,train
AngelmanSlide46.png,train,train,val,train,train
AngelmanSlide47.png,train,val,train,train,train
AngelmanSlide48.png,train,val,train,train,train
AngelmanSlide49.png,train,train,train,val,train
AngelmanSlide50.png,val,train,train,train,train
AngelmanSlide51.png,train,train,train,train,val
AngelmanSlide52.png,train,train,val,train,train
AngelmanSlide53.png,train,train,train,val,train
AngelmanSlide54.png,val,train,train,train,train
AngelmanSlide55.png,train,train,train,train,val
AngelmanSlide56.png,train,val,train,train,train
AngelmanSlide57.png,train,train,val,train,train
AngelmanSlide58.png,train,train,train,val,train
